company_linkedin_tag,linkedin_url,name,domain,website,segment,icp_confidence,tier,size_band,employees_on_linkedin,industry,company_type,founded_year,hq_city,hq_state,hq_country,payroll_evidence,hiring_payroll_roles,sources
8twelve-consulting-limited,https://www.linkedin.com/company/8twelve-consulting-limited,8Twelve Consulting Limited,8twelve.mortgage,https://8twelveconsulting.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,11,Investment Management,Private,-,St Albans,England,GB,accountancy; accounting services; accounting firm,-,pros-kw::bookkeeping::United Kingdom; pros-kw::payroll outsourcing::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
a-j-wheeler-ltd,https://www.linkedin.com/company/a-j-wheeler-ltd,A J Wheeler Ltd,ajwheeler.co.uk,http://www.ajwheeler.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,11,Accounting,PRIVATELY_HELD,2005,Portsmouth,England,GB,accountancy; accountancy services,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
a-to-z-finance-solutions-ltd,https://www.linkedin.com/company/a-to-z-finance-solutions-ltd,A To Z Finance Solutions Ltd,atozfinancesolutions.co.uk,http://www.atozfinancesolutions.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,11,Business Consulting And Services,PRIVATELY_HELD,2010,Birmingham,-,GB,accountancy,-,aiark-lookalike; pros-ind::Business Consulting and Services::United Kingdom
admo-accountants,https://www.linkedin.com/company/admo-accountants,ADMO Accountants,admoaccountants.co.uk,https://www.admoaccountants.co.uk,accountancy-practice-payroll,high,boutique-mid-11-200,11-50,11,Accounting,PARTNERSHIP,2020,London,England,GB,payroll services,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
aiaccounts,https://www.linkedin.com/company/aiaccounts,AI Accounts,aiaccounts.co.uk,https://aiaccounts.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,11,Accounting,Private,-,London,England,GB,chartered accountants; accountants; accountancy,-,pros-ind::Accounting::United Kingdom; pros-kw::auto enrolment::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::outsourced payroll::United Kingdom; pros-kw::payroll outsourcing::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
ami-co-ltd,https://www.linkedin.com/company/ami-co-ltd,AMI & Co,amiaccountants.co.uk,https://www.amiaccountants.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,11,Financial Services,PRIVATELY_HELD,2018,London,England,GB,accountancy; bookkeeping; accounting services,-,aiark-lookalike; pros-kw::bookkeeping::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
aws-accountancy-limited,https://www.linkedin.com/company/aws-accountancy-limited,AWS Accountancy Limited,awsaccountancy.com,https://www.awsaccountancy.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,11,Accounting,Privately Held,1990,Cramlington,-,GB,accountants; accountancy; accountancy firm,-,aiark-lookalike; ind::Accounting::GB
abbeygate-accountancy,https://www.linkedin.com/company/abbeygate-accountancy,Abbeygate Accountancy,abbeygateaccountancy.co.uk,https://abbeygateaccountancy.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,11,Accounting,Private,-,Bury St Edmunds,England,GB,accountants; accountancy; bookkeeping,-,pros-ind::Accounting::United Kingdom; pros-kw::auto enrolment::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::outsourced payroll::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
accountable-bookkeeping-ltd,https://www.linkedin.com/company/accountable-bookkeeping-ltd,Accountable Bookkeeping,-,https://accountablebookkeeping.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,11,Accounting,Private,-,Bolton,England,GB,accountancy; bookkeeping,-,pros-ind::Accounting::United Kingdom
accountancy-squad-limited-uk,https://www.linkedin.com/company/accountancy-squad-limited-uk,Accountancy Squad UK,accountancysquad.co.uk,https://accountancysquad.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,11,Financial Services,Private,-,Oxford,England,GB,accountancy,-,pros-ind::Financial Services::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom
accountsco,https://www.linkedin.com/company/accountsco,AccountsCo,accountsco.co.uk,http://www.accountsco.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,11,Accounting,PRIVATELY_HELD,2011,London,-,GB,chartered accountants; accountants; tax advisers,-,aiark-lookalike; ind::Accounting::GB
acctax-accountants-limited,https://www.linkedin.com/company/acctax-accountants-limited,Acctax Accountants Limited,-,https://acctaxltd.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,11,-,Private,-,Leicester,England,GB,accountants,-,pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
advanced-bookkeeping,https://www.linkedin.com/company/advanced-bookkeeping,Advanced Bookkeeping,-,https://advancedbookkeeping.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,11,Accounting,Private,-,-,-,GB,accountants; bookkeeping,-,pros-ind::Accounting::United Kingdom; pros-kw::payroll::United Kingdom
advantage-accountancy,https://www.linkedin.com/company/advantage-accountancy,Advantage Accountancy & Advisory,adv-accountancy.co.uk,https://adv-accountancy.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,11,Accounting,Private,-,-,-,GB,accountants; accountancy; chartered certified,-,pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom; pros-kw::payroll::United Kingdom
advantage-accounting-scotland-limited,https://www.linkedin.com/company/advantage-accounting-scotland-limited,Advantage Accounting (Scotland) Limited,advantageacc.co.uk,https://advantageacc.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,11,Accounting,Private,-,Glasgow,Scotland,GB,accountants; accountancy,-,pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
ags-accountants-and-business-advisors-limited,https://www.linkedin.com/company/ags-accountants-and-business-advisors-limited,Ags Accountants And Business Advisors Limited,-,-,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,11,Accounting,Private,-,Dudley,England,GB,accountants,-,pros-ind::Accounting::United Kingdom
alchemyfs,https://www.linkedin.com/company/alchemyfs,Alchemy Financial Solutions,alchemyfs.co.uk,https://alchemyfs.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,11,Accounting,Private,-,Staines-upon-Thames,England,GB,accountants; chartered certified,-,pros-ind::Accounting::United Kingdom; pros-kw::chartered accountants::United Kingdom
connibel-ltd-t-a-alexander-michael,https://www.linkedin.com/company/connibel-ltd-t-a-alexander-michael,Alexander Michael,alexander-michael.co.uk,http://www.alexander-michael.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,11,Accounting,PRIVATELY_HELD,1989,Ascot,Berks,GB,accountants,-,aiark-lookalike
alpha-accountants,https://www.linkedin.com/company/alpha-accountants,Alpha Accountants,alpha-accountants.com,https://alpha-accountants.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,11,Accounting,Private,-,-,-,GB,accountants; bookkeeping,-,pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom; pros-kw::payroll services::United Kingdom
amherst-accountancy,https://www.linkedin.com/company/amherst-accountancy,Amherst Accountancy Ltd,amherstaccountancy.co.uk,http://www.amherstaccountancy.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,11,Accounting,PRIVATELY_HELD,1987,Sevenoaks,-,GB,accountants; accountancy; bookkeeping,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::CIS payroll::United Kingdom; pros-kw::auto enrolment::United Kingdom; pros-kw::payroll services::United Kingdom
annetteandco,https://www.linkedin.com/company/annetteandco,Annette & Co,annetteandco.co.uk,https://www.annetteandco.co.uk/fitting,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,11,Accounting,Privately Held,2009,Peebles,Scotland,GB,chartered accountants; accountants; accountancy; bookkeeping; accounting services; accountancy services,-,ind::Accounting::GB; pros-ind::Accounting::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom
argents-chartered-accountants,https://www.linkedin.com/company/argents-chartered-accountants,Argents Accountants,argentsaccountants.co.uk,https://argentsaccountants.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,11,Accounting,Private,-,Norwich,England,GB,accountants; accountancy; bookkeeping,-,pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::payroll::United Kingdom
ashworth-moulds,https://www.linkedin.com/company/ashworth-moulds,Ashworth Moulds,ashworthmoulds.co.uk,http://ashworthmoulds.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,11,Accounting,PARTNERSHIP,1926,Burnley,-,GB,chartered accountants; accountants; accountancy; bookkeeping; accountancy services,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
sobi-analytics,https://www.linkedin.com/company/sobi-analytics,AskSOBI,sobianalytics.com,https://sobianalytics.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,11,Business Consulting and Services,Private,-,Dublin,Co Dublin,IE,accountants,-,pros-ind::Business Consulting and Services::Ireland
atlas-bookeeping-consultancy,https://www.linkedin.com/company/atlas-bookeeping-consultancy,Atlas Bookeeping & Consultancy,atlasbc.co.uk,https://atlasbc.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,11,Business Consulting and Services,Private,-,London,England,GB,accountancy; bookkeeping; accountancy firm,-,pros-kw::bookkeeping::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
avar-ltd,https://www.linkedin.com/company/avar-ltd,Avar Ltd,avar.co.uk,https://www.avar.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,11,Accounting,PARTNERSHIP,-,London,England,GB,accountants; accounting services,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::payroll services::United Kingdom
bpacl,https://www.linkedin.com/company/bpacl,BPACL,bpacl.co.uk,https://bpacl.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,11,Accounting,PRIVATELY_HELD,2008,Borehamwood,England,GB,accountancy; accountancy firm,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::payroll services::United Kingdom
barford-owen-davies,https://www.linkedin.com/company/barford-owen-davies,Barford Owen Davies (BOD),barfordowendavies.co.uk,http://www.barfordowendavies.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,11,Accounting,PRIVATELY_HELD,2017,Cardiff,-,GB,accountancy,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::chartered accountants::United Kingdom
benten-&-co.,https://www.linkedin.com/company/benten-&-co.,Benten &,benten.co.uk,https://benten.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,11,-,Private,-,Saffron Walden,England,GB,accountants; chartered certified,-,pros-kw::accountancy practice::United Kingdom
berley,https://www.linkedin.com/company/berley,Berley,berley.co.uk,http://www.berley.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,11,Accounting,PARTNERSHIP,1985,London,-,GB,chartered accountants; accountants; accountancy,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::chartered accountants::United Kingdom
berry-warren,https://www.linkedin.com/company/berry-warren,Berry & Warren,berry-warren.co.uk,http://www.berry-warren.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,11,Accounting,PRIVATELY_HELD,1965,Norwich,England,GB,accountants,-,aiark-lookalike; pros-ind::Accounting::United Kingdom
blencowes,https://www.linkedin.com/company/blencowes,Blencowes Chartered Accountants,blencowes.co.uk,https://www.blencowesaccountants.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,11,Accounting,PRIVATELY_HELD,1934,Brackley,England,GB,chartered accountants; accountants,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll::United Kingdom
borgo-accounting,https://www.linkedin.com/company/borgo-accounting,Borgo,borgo.ie,https://www.borgo.ie,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,11,Accounting,PRIVATELY_HELD,2022,Swords,-,IE,accountancy,-,aiark-lookalike; pros-ind::Accounting::Ireland; pros-kw::bookkeeping::Ireland; pros-kw::outsourced payroll::Ireland; pros-kw::payroll services::Ireland
bnassoc,https://www.linkedin.com/company/bnassoc,Brett Nicholls Associates,brettnichollsassociates.co.uk,http://bnassociates.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,11,Accounting,PRIVATELY_HELD,2004,Glasgow,-,GB,accountants; accountancy; chartered certified; accountancy firm,-,aiark-lookalike; pros-ind::Accounting::United Kingdom
brian-paul-limited,https://www.linkedin.com/company/brian-paul-limited,Brian Paul Limited,brianpaul.co.uk,http://www.brianpaul.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,11,Accounting,-,1997,Enfield,England,GB,chartered accountants; accountancy practice; accountants; accountancy,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom
broadbent-accountants-llp,https://www.linkedin.com/company/broadbent-accountants-llp,Broadbent Accountants LLP,broadbentsltd.co.uk,http://www.broadbentsltd.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,11,Accounting,PARTNERSHIP,1988,Halifax,West Yorkshire,GB,chartered accountants; accountants,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::chartered accountants::United Kingdom
broadview-financial-services,https://www.linkedin.com/company/broadview-financial-services,Broadview Financial Services,broadviewfinancialservices.co.uk,https://broadviewfinancialservices.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,11,Financial Services,Private,-,Derby,England,GB,accountants,-,pros-kw::auto enrolment::United Kingdom
burgin-&-co,https://www.linkedin.com/company/burgin-&-co,Burgin & Co,burginandco.com,https://burginandco.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,11,Accounting,Private,-,-,-,GB,chartered accountants; accountants,-,pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
burrows-scarborough,https://www.linkedin.com/company/burrows-scarborough,Burrows Scarborough,burrows-scarborough.co.uk,http://www.burrows-scarborough.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,11,Accounting,PRIVATELY_HELD,1976,Coventry,West Midlands,GB,chartered accountants; accountants; accountancy,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::auto enrolment::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
