company_name,company_linkedin_tag,domain,industry,company_type,size_bucket,employees_on_linkedin,founded_year,hq_city,hq_state,hq_country,segment
Mynx Softwares,https://www.linkedin.com/company/mynx-softwares,mynxsoftwares.com,Software Development,Public Company,51-200,46,2022,Dallas,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
CogniFit,https://www.linkedin.com/company/cognifit,cognifit.com,Wellness and Fitness Services,Privately Held,51-200,61,1999,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Lektik,https://www.linkedin.com/company/lektik,lektik.com,IT Services and IT Consulting,Partnership,51-200,56,2020,Hollywood,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Exponential AI,https://www.linkedin.com/company/exponential-ai,exponentialai.com,Software Development,Privately Held,51-200,128,2016,Atlanta,Georgia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
NowPow (Now part of Unite Us),https://www.linkedin.com/company/nowpow,nowpow.com,IT Services and IT Consulting,Privately Held,51-200,6,2015,Chicago,Illinois,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
AMPS,https://www.linkedin.com/company/poweredbyamps,amps.com,Insurance,Privately Held,201-500,292,2005,Phoenix,Arizona,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Prakat Solutions,https://www.linkedin.com/company/prakatsolutions,prakat.com,Information Technology and Services,Privately Held,51-200,167,2009,Escondido,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Vumedi,https://www.linkedin.com/company/vumedi-inc,vumedi.com,Software Development,Privately Held,201-500,285,2008,Oakland,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
EnsoData,https://www.linkedin.com/company/ensodata,ensodata.com,Hospitals and Health Care,Privately Held,51-200,85,2015,Madison,Wisconsin,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Intellivon,https://www.linkedin.com/company/intellivon,intellivon.com,IT Services and IT Consulting,Privately Held,51-200,25,2017,Middletown,Delaware,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
CTI DATA,https://www.linkedin.com/company/ctidata,ctidata.com,Data Infrastructure and Analytics,Privately Held,51-200,106,1994,Burlington,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Inno Valley Works,https://www.linkedin.com/company/inno-valley-works,innovalleyworks.com,IT Services and IT Consulting,Privately Held,51-200,158,2018,Wilmington,Delaware,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
RAVSoft Solutions Inc.,https://www.linkedin.com/company/ravsoft-solutions,ravsoftsolutions.com,IT Services and IT Consulting,Privately Held,51-200,136,1998,McLean,Virginia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
MDaudit,https://www.linkedin.com/company/mdaudit-software,mdaudit.com,Hospitals and Health Care,Privately Held,51-200,113,1993,Waltham,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Avive Solutions Inc.,https://www.linkedin.com/company/avivesolutionsinc,avive.life,Medical Equipment Manufacturing,Privately Held,51-200,153,2017,Brisbane,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Shivsys Inc.,https://www.linkedin.com/company/shivsyssoftwaresprivatelimited,shivsys.com,IT Services and IT Consulting,Public Company,51-200,10,2021,NORTH WALES,Pennsylvania,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Saisystems Health,https://www.linkedin.com/company/saisyshealth,saisystems.com,Hospitals and Health Care,Privately Held,201-500,305,1987,Shelton,Connecticut,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
SpinSci Technologies LLC,https://www.linkedin.com/company/spinsci-technologies-llc,spinsci.com,Information Technology and Services,Privately Held,51-200,173,2005,Dallas,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
FitOn,https://www.linkedin.com/company/fitonapp,fitonhealth.com,Wellness and Fitness Services,Privately Held,51-200,106,2018,Los Angeles,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
manatee,https://www.linkedin.com/company/getmanatee,getmanatee.com,Mental Health Care,Privately Held,51-200,70,2019,Alameda,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
NinjaPromo: Your All-In-One Marketing Solution,https://www.linkedin.com/company/ninjapromo,ninjapromo.io,Advertising Services,Partnership,201-500,124,2017,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
"McCann Health New Jersey, an IPG Health Company",https://www.linkedin.com/company/mhnj,linkedin.com,Advertising Services,Public Company,201-500,80,-,Parsippany,New Jersey,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Codeword,https://www.linkedin.com/company/codeword,codewordagency.com,Advertising Services,Privately Held,51-200,102,-,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Spark Infotech,https://www.linkedin.com/company/sparkinfotech,sparkinfotech.com,IT Services and IT Consulting,Privately Held,51-200,37,-,Scottsdale,Arizona,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
UROLIME,https://www.linkedin.com/company/urolime,urolime.com,IT Services and IT Consulting,Privately Held,51-200,93,2011,Dallas,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Nym,https://www.linkedin.com/company/nym,nym.health,Hospitals and Health Care,Privately Held,51-200,277,2018,-,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
mindZvue,https://www.linkedin.com/company/mindzvue,mindzvue.com,IT Services and IT Consulting,Privately Held,51-200,100,2016,Plano,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
RevDemand Inc,https://www.linkedin.com/company/revdemand-inc,revdemand.io,Marketing Services,Privately Held,51-200,19,2019,Wilmington,Delaware,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Charles River Analytics,https://www.linkedin.com/company/charles-river-analytics,cra.com,Software Development,Privately Held,51-200,133,1983,Cambridge,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
CUBE84,https://www.linkedin.com/company/cube84inc,cube84.com,IT Services and IT Consulting,Privately Held,51-200,188,2014,Arlington,Virginia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Icario,https://www.linkedin.com/company/icario,icariohealth.com,Hospitals and Health Care,Privately Held,201-500,184,-,Minneapolis,Minnesota,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
InstaLILY AI,https://www.linkedin.com/company/instalily,instalily.ai,Software Development,Privately Held,51-200,157,2023,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
NTT RESEARCH,https://www.linkedin.com/company/ntt-research,ntt-research.com,Research,Public Company,201-500,102,-,Sunnyvale,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
UB Technology Innovations (UBTI),https://www.linkedin.com/company/ubti,ubtiinc.com,IT Services and IT Consulting,Privately Held,201-500,246,1996,Anaheim,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Title Nine,https://www.linkedin.com/company/title-nine,titlenine.com,Retail,Privately Held,201-500,194,1989,Emeryville,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Wildflower Health,https://www.linkedin.com/company/wildflowerhealth,wildflowerhealth.com,Hospitals and Health Care,Privately Held,51-200,70,2012,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
FitPeo,https://www.linkedin.com/company/fitpeo,fitpeo.com,Technology; Information and Internet,Privately Held,51-200,25,2021,Miami,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
"Avail Medsystems has moved to Mendaera, Inc.",https://www.linkedin.com/company/avail-medsystems,avail.io,Medical Equipment Manufacturing,Privately Held,51-200,25,2018,Santa Clara,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Post Acute Analytics,https://www.linkedin.com/company/post-acute-analytics-llc,paanalytics.com,Hospitals and Health Care,Privately Held,51-200,81,2014,Lewisville,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
COSENTUS,https://www.linkedin.com/company/cosentus-llc,cosentus.com,Hospitals and Health Care,Privately Held,201-500,251,2000,Irvine,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Trinity Christian College,https://www.linkedin.com/school/trinity-christian-college,trnty.edu,Higher Education,Educational Institution,51-200,427,1959,Palos Heights,Illinois,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Digital Wave Technology,https://www.linkedin.com/company/digitalwavetechnology,digitalwavetechnology.com,Software Development,Privately Held,51-200,101,-,Ponte Vedra Beach,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Chasm Partners,https://www.linkedin.com/company/chasm-partners,chasmpartners.com,Staffing and Recruiting,Privately Held,51-200,39,2015,Rowayton,Connecticut,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Covasant,https://www.linkedin.com/company/covasant,covasant.com,Business Consulting and Services,Privately Held,201-500,266,2024,Little Elm,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
CVS Media Exchange (CMX),https://www.linkedin.com/company/cvsmediaexchange,cvsmediaexchange.com,Advertising Services,Public Company,51-200,149,2020,Woonsocket,Rhode Island,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
"Cadent, powered by Syneos Health",https://www.linkedin.com/company/cadent-medical-communications,cadentmedcomms.com,Pharmaceutical Manufacturing,Public Company,51-200,121,-,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
ConvergeHEALTH by Deloitte,https://www.linkedin.com/company/deloitteconvergehealth,converge-health.com,Hospitals and Health Care,Privately Held,201-500,63,2014,Boston,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
LogicHive®,https://www.linkedin.com/company/logichive-global,logichive.in,Engineering Services,Privately Held,51-200,46,2014,Delaware,-,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Amalgam Rx,https://www.linkedin.com/company/amalgamrx,amalgamrx.com,Medical Equipment Manufacturing,Privately Held,51-200,56,2016,Wilmington,Delaware,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Cadient,https://www.linkedin.com/company/cadient-talent,hubspot.com,Software Development,Privately Held,51-200,62,2019,Morrisville,North Carolina,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Findability Sciences,https://www.linkedin.com/company/findability-sciences,findability.ai,IT Services and IT Consulting,Privately Held,51-200,151,2018,Boston,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
OLOID,https://www.linkedin.com/company/oloid-ai,oloid.ai,Software Development,Privately Held,51-200,81,2019,Sunnyvale,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
ProProfs,https://www.linkedin.com/company/proprofs,proprofs.com,Software Development,Privately Held,201-500,213,-,Santa Monica,Calfornia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Quake Global,https://www.linkedin.com/company/quake-global,quakeglobal.com,Telecommunications,Privately Held,51-200,63,1998,San Diego,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Avenir Digital Inc,https://www.linkedin.com/company/avenir-digita,avenirdigital.ai,IT Services and IT Consulting,Privately Held,201-500,75,2005,Raleigh,North Carolina,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Nsight Health,https://www.linkedin.com/company/nsight-health,nsightcare.com,Hospitals and Health Care,Privately Held,201-500,199,2018,Miami,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
TrueCare24,https://www.linkedin.com/company/truecare24,truecare24.com,IT Services and IT Consulting,Privately Held,51-200,54,2015,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Pluto7,https://www.linkedin.com/company/pluto7,pluto7.com,Software Development,Privately Held,51-200,44,2005,Milpitas,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Ontrak Health,https://www.linkedin.com/company/ontrak-health,ontrakhealth.com,Mental Health Care,Public Company,201-500,117,2003,Henderson,Nevada,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
A5,https://www.linkedin.com/company/a5corp,a5corp.com,Information Technology and Services,Privately Held,201-500,282,2004,Pleasanton,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Waymark,https://www.linkedin.com/company/waymark-care,waymarkcare.com,Hospitals and Health Care,Privately Held,51-200,132,2021,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
InfoTrust,https://www.linkedin.com/company/infotrust-llc,infotrust.com,Advertising Services,Privately Held,51-200,167,2010,Cincinnati,Ohio,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Fortress Brand,https://www.linkedin.com/company/frontrowgroup,fortressbrand.com,Retail,Privately Held,201-500,22,-,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Wellframe,https://www.linkedin.com/company/wellframe,healthedge.com,Hospitals and Health Care,Privately Held,51-200,46,2011,Boston,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
WebTeb ويب طب,https://www.linkedin.com/company/webteb-ltd,webteb.com,Software Development,Privately Held,51-200,106,2011,Amman,Amman Governorate,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Caption Health,https://www.linkedin.com/company/caption-health,captionhealth.com,Hospitals and Health Care,Public Company,51-200,42,2013,San Mateo,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Digital Watchdog®,https://www.linkedin.com/company/digital-watchdog,digital-watchdog.com,Security and Investigations,Privately Held,51-200,96,1987,Cerritos,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Taction Software®,https://www.linkedin.com/company/taction-software-llc,tactionsoft.com,Information Technology and Services,Privately Held,201-500,33,2012,Chicago,Illinois,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Lirio,https://www.linkedin.com/company/lirio,lirio.com,Technology; Information and Internet,Privately Held,51-200,113,2016,Knoxville,Tennessee,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
BioMatrix Infusion Pharmacy,https://www.linkedin.com/company/biomatrixsprx,biomatrixsprx.com,Hospitals and Health Care,Privately Held,201-500,284,2001,Plantation,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
